12781680,39010634
12688678,12688662
12803377,12805689
13284351,13425520
13407000,13333148
13236223,13236236
13385635,13385642
13419522,12788217
13255143,13409524
12687951,12795929
9874094,12780542
12807027,12807013
12689700,12689696
12678095,12806606
12806637,12806606
13226207,38375016
12672863,12672535
13355828,12801205
12665090,12679260
12681242,13365126
12783920,12981481
12806203,13373084
12780701,12780542
12788438,12788418
12809344,12809364
1272315,12781074
12791590,12982285
12805291,12805287
13235444,12683696
12688580,12810838
13380739,12801221
12672819,12672535
12675129,12675126
13418872,12780176
12802241,12802249
12806658,12806606
13365429,12787881
12780033,12798723
13266708,13266725
12782832,12782825
12666348,12666353
12691943,12813661
13430915,13431195
38544260,12666163
12679917,12787272
13276473,12788434
12675145,12794507
12664436,12675872
12790091,12789742
12701847,12990251
12788208,13381364
12804371,12805015
13384723,13384751
12661079,12682884
13370027,12801271
12807189,12807051
12806508,12806113
12781772,12781074
13219548,15153222
13368140,12790730
12790337,12806113
38577238,15555300
12792292,12814464
12792826,12792818
13378698,12784289
12665116,12665008
12678335,12678331
12674615,12798723
13620168,13620177
12686839,12788472
12805149,12805139
12661812,13421110
12801214,12801203
13380647,12801216
12678093,12678089
12701155,13367098
12703125,12781866
12687964,12687954
12794203,13589003
12665166,39146706
13361384,12794096
13373039,12806206
13371190,12806830
13384377,13384388
12788384,12788223
13031319,13414673
13397529,13333148
39086589,39086874
13236176,13236180
12675116,12675108
13401807,13401811
13394086,13394080
12684664,12806113
12778091,12778087
12676307,12789736
13264483,13409524
12786065,12794218
13418665,12987200
13380768,13384098
12806708,13402028
12709060,12709067
12780487,12780483
12665062,12665008
12662629,12809429
14053624,38570736
5070714,13369699
12695483,6387743
13379740,13380140
12699938,12699933
13381633,12801029
12678454,13368547
12784359,12784349
13279837,38476321
13224345,13756924
12806147,12806113
13279862,13279865
11102652,12814581
12665121,13902395
12701593,12701581
12785709,12785703
13245914,12806025
13383797,13383791
13401786,13401794
13613668,13627324
12665098,12661656
12672844,12798890
13385461,12800586
13267259,12804393
12998987,12683568
12798741,12798723
13252476,13413953
5070714,12804393
12695466,12806113
10695436,12805689
13385619,13385616
7429652,12683698
12779926,12779921
12786258,13586392
38444923,12708676
12805061,39006363
12698857,12805711
12781743,12781074
12712559,13374623
12806122,12806113
13384579,13384574
7381621,12988705
13355828,13355840
13268520,13268531
12665069,12665008
929636,12683699
12678099,12785096
13405591,13411566
13384766,12801214
13195441,12792793
13218956,13756924
38570656,14053624
13388279,12786072
12690034,13621229
12806740,12806606
12803518,12803510
12677046,13365126
13356981,12785999
12665166,12665120
12682086,13363680
13277150,13379740
12805597,12805593
13207114,12672859
12663816,12687969
12783830,13611288
12785090,12784805
1701690,12781074
13171611,13396356
12705634,9874094
13260012,13333148
12814455,13392881
39176938,14091887
12778483,12778479
13268536,12689896
13381615,13381610
13383845,13383841
12780667,32206103
12687470,12805119
12661079,12693852
13029248,13333148
13418924,12780176
13284119,12689829
12672835,12672535
12794300,12981704
13209607,12666200
13408162,13408166
12809442,12809445
13420946,12987200
12665054,13348260
13240799,13374759
12665150,12665008
12808742,12801027
12678293,12689748
13155227,13267264
15491006,12688634
12667434,12811802
12780628,12781074
12780329,12785487
12776716,12811221
12661092,12661090
13367236,12787665
13413115,13413120
13383897,12801216
12786904,12786900
13191735,12814562
12798447,13384388
13247017,13382613
12801216,12801203
12792272,12792269
9426022,13619756
12792809,13578982
12780613,13417325
12690049,12780400
12799338,13596572
12791670,12791649
12701598,13908024
12786015,12786006
12806172,12806113
12709153,12788861
12780695,12792921
12780549,12790662
12783666,12787679
12805165,12805158
12785092,12981998
29221175,16411548
13380819,12801042
12798132,12798128
12678451,12678446
13384449,13384440
12788208,12788192
12787690,12787653
13226728,12679292
13370031,20013352
39061158,12783560
12786886,12786880
12687946,12661677
12675891,13366135
13237914,12990251
12677551,13621113
12814019,12814017
12675030,12783946
12777724,12777720
12677053,12677046
12805281,12805277
38481550,13582035
12787672,12787653
39177535,13754519
13382647,13382637
12683699,12683561
12787694,12787653
13379755,13381586
12806185,13409131
12704004,12806113
12794218,13333135
12685855,12685850
12791704,12988705
12678556,12678543
13373145,12990251
12798180,13386640
13582237,13371221
12804459,12804454
12794380,12981574
12665054,12665008
12676692,12676689
13384428,12801027
27064182,12806516
12780628,13333148
13227819,12678093
12783890,12981965
39128057,39128064
13368624,12987200
12688343,12688336
12807634,12981873
12688634,34066626
12666846,13401021
12664436,13402135
13394328,13397040
12703125,12977735
12662334,12662327
12714218,12714204
12794101,12794098
12678609,12783877
12795352,12795347
13374759,13374775
13219832,13756924
12785525,12979739
12671576,12664249
13396286,13398502
13414664,38460999
9426022,13430415
12674063,12781074
12677062,12677046
12790486,12982899
12677473,13333148
13362613,12783939
12662656,12662651
12791305,12984683
13359135,12787671
12802129,12802122
12678161,12678152
12678643,12678637
12669334,12811802
12788440,12788418
3148613,13365126
13384574,13384581
5663491,12779404
12663726,12675042
12806213,12786065
13018776,2184889
13211489,13379701
13582010,13333148
13267225,13267233
12702064,12798723
12677208,13333148
12787669,12787653
13253160,13411078
2832884,12804393
12689289,12689287
13383515,13383366
12803562,12803553
13407460,13407457
12798769,12798723
12679219,12788231
12709067,12709076
12663816,12680754
12672846,12672535
12783753,12981552
12712926,12776794
12790850,12981391
13249172,13249181
14257607,39073301
12780675,12783348
4941533,12988521
13429891,13429899
12794140,12794134
13219248,12689659
12671576,20150311
12683696,12683561
38577014,38577230
13359230,12786495
12677438,12677435
12799928,12987189
12665120,12685827
12681633,12681242
12672843,12672535
13247438,38458194
12780133,13599499
12714251,13367307
12806275,12806113
12683697,12683561
12788404,12987200
12804287,12804281
12778087,12803277
13371251,13371254
13210404,12672859
12684008,12684002
12665086,12672535
12805146,12805139
12660416,12660411
13208390,13384073
22575131,12785709
13413546,13413553
12677142,12677134
13268520,15153222
13218448,15153222
12682010,13364776
12791315,12981600
12806506,12806113
12688752,13363680
12806666,13333148
